utterance_id,speaker_id,route_split,source_split,source_row_indices,variants_averaged
Ses01M_script01_3_M006,Ses01M,private,train,701;5125;9549,3
Ses01M_script01_3_M007,Ses01M,private,train,702;5126;9550,3
Ses01M_script01_3_M009,Ses01M,private,train,703;5127;9551,3
Ses01M_script01_3_M014,Ses01M,private,train,704;5128;9552,3
Ses01M_script01_3_M016,Ses01M,private,train,705;5129;9553,3
Ses01M_script01_3_M018,Ses01M,private,train,706;5130;9554,3
Ses01M_script01_3_M019,Ses01M,private,train,707;5131;9555,3
Ses01M_script01_3_M020,Ses01M,private,train,708;5132;9556,3
Ses01M_script01_3_M021,Ses01M,private,train,709;5133;9557,3
Ses01M_script01_3_M022,Ses01M,private,dev,81,1
Ses01M_script01_3_M023,Ses01M,private,train,710;5134;9558,3
Ses01M_script01_3_M024,Ses01M,private,train,711;5135;9559,3
Ses01M_script01_3_M025,Ses01M,private,train,712;5136;9560,3
Ses01M_script01_3_M026,Ses01M,private,train,713;5137;9561,3
Ses01M_script01_3_M027,Ses01M,private,train,714;5138;9562,3
Ses01M_script01_3_M028,Ses01M,private,train,715;5139;9563,3
Ses01M_script01_3_M029,Ses01M,private,train,716;5140;9564,3
Ses01M_script01_3_M030,Ses01M,private,train,717;5141;9565,3
Ses01M_script01_3_M031,Ses01M,private,train,718;5142;9566,3
Ses01M_script01_3_M032,Ses01M,private,train,719;5143;9567,3
Ses01M_script01_3_M033,Ses01M,private,train,720;5144;9568,3
Ses01M_script01_3_M034,Ses01M,private,train,721;5145;9569,3
Ses01M_script01_3_M035,Ses01M,private,train,722;5146;9570,3
Ses01M_script01_3_M036,Ses01M,private,train,723;5147;9571,3
Ses01M_script01_3_M037,Ses01M,private,dev,82,1
Ses01M_script01_3_M038,Ses01M,private,train,724;5148;9572,3
Ses01M_script01_3_M039,Ses01M,private,train,725;5149;9573,3
Ses01M_script01_3_M040,Ses01M,private,train,726;5150;9574,3
Ses01M_script01_3_M041,Ses01M,private,test,88,1
Ses01M_script01_3_M043,Ses01M,private,train,727;5151;9575,3
Ses01M_script02_1_F005,Ses01F,private,train,728;5152;9576,3
Ses01M_script02_1_F007,Ses01F,private,train,729;5153;9577,3
Ses01M_script02_1_F008,Ses01F,private,train,730;5154;9578,3
Ses01M_script02_1_F009,Ses01F,private,train,731;5155;9579,3
Ses01M_script02_1_F014,Ses01F,private,train,732;5156;9580,3
Ses01M_script02_1_F017,Ses01F,private,train,733;5157;9581,3
Ses01M_script02_1_F021,Ses01F,private,test,89,1
Ses01M_script02_1_F022,Ses01F,private,train,734;5158;9582,3
Ses01M_script02_1_F023,Ses01F,private,train,735;5159;9583,3
Ses01M_script02_1_M000,Ses01M,private,train,736;5160;9584,3
Ses01M_script02_1_M001,Ses01M,private,train,737;5161;9585,3
Ses01M_script02_1_M002,Ses01M,private,train,738;5162;9586,3
Ses01M_script02_1_M004,Ses01M,private,test,90,1
Ses01M_script02_1_M005,Ses01M,private,dev,83,1
Ses01M_script02_1_M007,Ses01M,private,train,739;5163;9587,3
Ses01M_script02_1_M009,Ses01M,private,train,740;5164;9588,3
Ses01M_script02_1_M010,Ses01M,private,test,91,1
Ses01M_script02_1_M011,Ses01M,private,train,741;5165;9589,3
Ses01M_script02_1_M014,Ses01M,private,train,742;5166;9590,3
Ses01M_script02_1_M016,Ses01M,private,test,92,1
Ses01M_script02_1_M017,Ses01M,private,train,743;5167;9591,3
Ses01M_script02_1_M022,Ses01M,private,train,744;5168;9592,3
Ses01M_script02_1_M023,Ses01M,private,test,93,1
Ses01M_script02_1_M028,Ses01M,private,train,745;5169;9593,3
Ses01M_script02_1_M030,Ses01M,private,train,746;5170;9594,3
Ses01M_script02_1_M031,Ses01M,private,train,747;5171;9595,3
Ses01M_script02_1_M032,Ses01M,private,train,748;5172;9596,3
Ses01M_script02_1_M037,Ses01M,private,train,749;5173;9597,3
Ses01M_script02_1_M039,Ses01M,private,train,750;5174;9598,3
Ses01M_script02_1_M040,Ses01M,private,train,751;5175;9599,3
Ses01M_script02_1_M041,Ses01M,private,train,752;5176;9600,3
Ses01M_script02_1_M042,Ses01M,private,train,753;5177;9601,3
Ses01M_script02_1_M043,Ses01M,private,train,754;5178;9602,3
Ses01M_script02_1_M044,Ses01M,private,train,755;5179;9603,3
Ses01M_script02_1_M045,Ses01M,private,train,756;5180;9604,3
Ses01M_script02_1_M046,Ses01M,private,train,757;5181;9605,3
Ses01M_script02_2_F000,Ses01F,private,train,758;5182;9606,3
Ses01M_script02_2_F010,Ses01F,private,train,759;5183;9607,3
Ses01M_script02_2_F011,Ses01F,private,train,760;5184;9608,3
Ses01M_script02_2_F013,Ses01F,private,train,761;5185;9609,3
Ses01M_script02_2_F014,Ses01F,private,train,762;5186;9610,3
Ses01M_script02_2_F015,Ses01F,private,train,763;5187;9611,3
Ses01M_script02_2_F016,Ses01F,private,train,764;5188;9612,3
Ses01M_script02_2_F019,Ses01F,private,train,765;5189;9613,3
Ses01M_script02_2_F022,Ses01F,private,train,766;5190;9614,3
Ses01M_script02_2_F024,Ses01F,private,train,767;5191;9615,3
Ses01M_script02_2_F025,Ses01F,private,dev,84,1
Ses01M_script02_2_F026,Ses01F,private,train,768;5192;9616,3
Ses01M_script02_2_F030,Ses01F,private,train,769;5193;9617,3
Ses01M_script02_2_F031,Ses01F,private,train,770;5194;9618,3
Ses01M_script02_2_F032,Ses01F,private,train,771;5195;9619,3
Ses01M_script02_2_F033,Ses01F,private,train,772;5196;9620,3
Ses01M_script02_2_F034,Ses01F,private,train,773;5197;9621,3
Ses01M_script02_2_F035,Ses01F,private,train,774;5198;9622,3
Ses01M_script02_2_F036,Ses01F,private,train,775;5199;9623,3
Ses01M_script02_2_F037,Ses01F,private,train,776;5200;9624,3
Ses01M_script02_2_F040,Ses01F,private,test,94,1
Ses01M_script02_2_F044,Ses01F,private,train,777;5201;9625,3
Ses01M_script02_2_F045,Ses01F,private,train,778;5202;9626,3
Ses01M_script02_2_F046,Ses01F,private,train,779;5203;9627,3
Ses01M_script02_2_F047,Ses01F,private,train,780;5204;9628,3
Ses01M_script02_2_M001,Ses01M,private,train,781;5205;9629,3
Ses01M_script02_2_M002,Ses01M,private,train,782;5206;9630,3
Ses01M_script02_2_M003,Ses01M,private,train,783;5207;9631,3
Ses01M_script02_2_M008,Ses01M,private,train,784;5208;9632,3
Ses01M_script02_2_M013,Ses01M,private,train,785;5209;9633,3
Ses01M_script02_2_M019,Ses01M,private,train,786;5210;9634,3
Ses01M_script02_2_M020,Ses01M,private,dev,85,1
Ses01M_script02_2_M021,Ses01M,private,train,787;5211;9635,3
Ses01M_script02_2_M022,Ses01M,private,train,788;5212;9636,3
Ses01M_script02_2_M023,Ses01M,private,train,789;5213;9637,3
Ses01M_script02_2_M025,Ses01M,private,train,790;5214;9638,3
Ses01M_script02_2_M027,Ses01M,private,test,95,1
Ses01M_script02_2_M028,Ses01M,private,train,791;5215;9639,3
Ses01M_script02_2_M029,Ses01M,private,train,792;5216;9640,3
Ses01M_script02_2_M030,Ses01M,private,train,793;5217;9641,3
Ses01M_script02_2_M033,Ses01M,private,train,794;5218;9642,3
Ses01M_script02_2_M035,Ses01M,private,train,795;5219;9643,3
Ses01M_script02_2_M037,Ses01M,private,train,796;5220;9644,3
Ses01M_script02_2_M038,Ses01M,private,train,797;5221;9645,3
Ses01M_script02_2_M039,Ses01M,private,train,798;5222;9646,3
Ses01M_script02_2_M040,Ses01M,private,dev,86,1
Ses01M_script02_2_M041,Ses01M,private,train,799;5223;9647,3
Ses01M_script02_2_M042,Ses01M,private,train,800;5224;9648,3
Ses01M_script02_2_M043,Ses01M,private,train,801;5225;9649,3
Ses01M_script02_2_M044,Ses01M,private,train,802;5226;9650,3
Ses01M_script02_2_M045,Ses01M,private,test,96,1
Ses01M_script02_2_M049,Ses01M,private,train,803;5227;9651,3
Ses01M_script02_2_M050,Ses01M,private,train,804;5228;9652,3
Ses01M_script02_2_M051,Ses01M,private,train,805;5229;9653,3
Ses01M_script02_2_M052,Ses01M,private,train,806;5230;9654,3
Ses01M_script02_2_M053,Ses01M,private,train,807;5231;9655,3
Ses01M_script02_2_M054,Ses01M,private,test,97,1
Ses01M_script03_1_F003,Ses01F,private,dev,87,1
Ses01M_script03_1_F004,Ses01F,private,train,808;5232;9656,3
Ses01M_script03_1_F007,Ses01F,private,train,809;5233;9657,3
Ses01M_script03_1_F008,Ses01F,private,train,810;5234;9658,3
Ses01M_script03_1_F009,Ses01F,private,train,811;5235;9659,3
Ses01M_script03_1_F010,Ses01F,private,train,812;5236;9660,3
Ses01M_script03_1_F011,Ses01F,private,train,813;5237;9661,3
Ses01M_script03_1_F014,Ses01F,private,test,98,1
Ses01M_script03_1_F015,Ses01F,private,train,814;5238;9662,3
Ses01M_script03_1_F017,Ses01F,private,train,815;5239;9663,3
Ses01M_script03_1_F018,Ses01F,private,train,816;5240;9664,3
Ses01M_script03_1_F019,Ses01F,private,train,817;5241;9665,3
Ses01M_script03_1_F021,Ses01F,private,train,818;5242;9666,3
Ses01M_script03_1_F024,Ses01F,private,train,819;5243;9667,3
Ses01M_script03_1_F030,Ses01F,private,train,820;5244;9668,3
Ses01M_script03_1_F031,Ses01F,private,train,821;5245;9669,3
Ses01M_script03_1_F034,Ses01F,private,train,822;5246;9670,3
Ses01M_script03_1_F036,Ses01F,private,train,823;5247;9671,3
Ses01M_script03_1_F037,Ses01F,private,train,824;5248;9672,3
Ses01M_script03_1_F038,Ses01F,private,train,825;5249;9673,3
Ses01M_script03_1_F039,Ses01F,private,train,826;5250;9674,3
Ses01M_script03_1_F040,Ses01F,private,train,827;5251;9675,3
Ses01M_script03_1_F041,Ses01F,private,train,828;5252;9676,3
Ses01M_script03_1_M004,Ses01M,private,train,829;5253;9677,3
Ses01M_script03_1_M010,Ses01M,private,test,99,1
Ses01M_script03_1_M011,Ses01M,private,train,830;5254;9678,3
Ses01M_script03_1_M012,Ses01M,private,train,831;5255;9679,3
Ses01M_script03_1_M013,Ses01M,private,train,832;5256;9680,3
Ses01M_script03_1_M014,Ses01M,private,test,100,1
Ses01M_script03_1_M016,Ses01M,private,train,833;5257;9681,3
Ses01M_script03_1_M017,Ses01M,private,train,834;5258;9682,3
Ses01M_script03_1_M019,Ses01M,private,train,835;5259;9683,3
Ses01M_script03_1_M021,Ses01M,private,test,101,1
Ses01M_script03_1_M022,Ses01M,private,train,836;5260;9684,3
Ses01M_script03_1_M028,Ses01M,private,train,837;5261;9685,3
Ses01M_script03_1_M029,Ses01M,private,train,838;5262;9686,3
Ses01M_script03_1_M030,Ses01M,private,train,839;5263;9687,3
Ses01M_script03_1_M031,Ses01M,private,train,840;5264;9688,3
Ses01M_script03_1_M033,Ses01M,private,train,841;5265;9689,3
Ses01M_script03_1_M037,Ses01M,private,dev,88,1
Ses01M_script03_1_M039,Ses01M,private,train,842;5266;9690,3
Ses01M_script03_1_M040,Ses01M,private,train,843;5267;9691,3
Ses01M_script03_1_M041,Ses01M,private,train,844;5268;9692,3
Ses01M_script03_2_F006,Ses01F,private,train,845;5269;9693,3
Ses01M_script03_2_F010,Ses01F,private,train,846;5270;9694,3
Ses01M_script03_2_F011,Ses01F,private,train,847;5271;9695,3
Ses01M_script03_2_F015,Ses01F,private,train,848;5272;9696,3
Ses01M_script03_2_F017,Ses01F,private,dev,89,1
Ses01M_script03_2_F022,Ses01F,private,train,849;5273;9697,3
Ses01M_script03_2_F023,Ses01F,private,test,102,1
Ses01M_script03_2_F024,Ses01F,private,train,850;5274;9698,3
Ses01M_script03_2_F025,Ses01F,private,train,851;5275;9699,3
Ses01M_script03_2_F026,Ses01F,private,train,852;5276;9700,3
Ses01M_script03_2_F027,Ses01F,private,train,853;5277;9701,3
Ses01M_script03_2_F028,Ses01F,private,train,854;5278;9702,3
Ses01M_script03_2_F029,Ses01F,private,train,855;5279;9703,3
Ses01M_script03_2_F030,Ses01F,private,train,856;5280;9704,3
Ses01M_script03_2_F031,Ses01F,private,train,857;5281;9705,3
Ses01M_script03_2_F033,Ses01F,private,train,858;5282;9706,3
Ses01M_script03_2_F034,Ses01F,private,train,859;5283;9707,3
Ses01M_script03_2_F035,Ses01F,private,test,103,1
Ses01M_script03_2_F036,Ses01F,private,test,104,1
Ses01M_script03_2_F037,Ses01F,private,train,860;5284;9708,3
Ses01M_script03_2_F038,Ses01F,private,train,861;5285;9709,3
Ses01M_script03_2_F039,Ses01F,private,train,862;5286;9710,3
Ses01M_script03_2_F040,Ses01F,private,dev,90,1
Ses01M_script03_2_F041,Ses01F,private,dev,91,1
Ses01M_script03_2_M012,Ses01M,private,train,863;5287;9711,3
Ses01M_script03_2_M013,Ses01M,private,dev,92,1
Ses01M_script03_2_M018,Ses01M,private,test,105,1
Ses01M_script03_2_M022,Ses01M,private,train,864;5288;9712,3
Ses01M_script03_2_M023,Ses01M,private,train,865;5289;9713,3
Ses01M_script03_2_M024,Ses01M,private,train,866;5290;9714,3
Ses01M_script03_2_M025,Ses01M,private,train,867;5291;9715,3
Ses01M_script03_2_M026,Ses01M,private,train,868;5292;9716,3
Ses01M_script03_2_M027,Ses01M,private,train,869;5293;9717,3
Ses01M_script03_2_M028,Ses01M,private,train,870;5294;9718,3
Ses01M_script03_2_M029,Ses01M,private,train,871;5295;9719,3
Ses01M_script03_2_M030,Ses01M,private,train,872;5296;9720,3
Ses01M_script03_2_M031,Ses01M,private,test,106,1
Ses01M_script03_2_M032,Ses01M,private,dev,93,1
Ses01M_script03_2_M033,Ses01M,private,train,873;5297;9721,3
Ses01M_script03_2_M034,Ses01M,private,test,107,1
Ses01M_script03_2_M035,Ses01M,private,train,874;5298;9722,3
Ses01M_script03_2_M036,Ses01M,private,train,875;5299;9723,3
Ses01M_script03_2_M037,Ses01M,private,train,876;5300;9724,3
Ses01M_script03_2_M038,Ses01M,private,train,877;5301;9725,3
Ses01M_script03_2_M039,Ses01M,private,dev,94,1
Ses01M_script03_2_M040,Ses01M,private,train,878;5302;9726,3
Ses01M_script03_2_M041,Ses01M,private,train,879;5303;9727,3
Ses01M_script03_2_M042,Ses01M,private,train,880;5304;9728,3
Ses01M_script03_2_M043,Ses01M,private,train,881;5305;9729,3
Ses02F_impro01_F000,Ses02F,private,train,882;5306;9730,3
Ses02F_impro01_F018,Ses02F,private,train,883;5307;9731,3
Ses02F_impro01_F019,Ses02F,private,dev,95,1
Ses02F_impro01_F020,Ses02F,private,train,884;5308;9732,3
Ses02F_impro01_F021,Ses02F,private,dev,96,1
Ses02F_impro01_M000,Ses02M,private,test,108,1
Ses02F_impro01_M001,Ses02M,private,test,109,1
Ses02F_impro01_M002,Ses02M,private,train,885;5309;9733,3
Ses02F_impro01_M004,Ses02M,private,train,886;5310;9734,3
Ses02F_impro01_M017,Ses02M,private,dev,97,1
Ses02F_impro01_M019,Ses02M,private,train,887;5311;9735,3
Ses02F_impro02_F000,Ses02F,private,dev,98,1
Ses02F_impro02_F001,Ses02F,private,train,888;5312;9736,3
Ses02F_impro02_F002,Ses02F,private,train,889;5313;9737,3
Ses02F_impro02_F003,Ses02F,private,train,890;5314;9738,3
Ses02F_impro02_F004,Ses02F,private,train,891;5315;9739,3
Ses02F_impro02_F005,Ses02F,private,train,892;5316;9740,3
Ses02F_impro02_F006,Ses02F,private,test,110,1
Ses02F_impro02_F007,Ses02F,private,train,893;5317;9741,3
Ses02F_impro02_F008,Ses02F,private,train,894;5318;9742,3
Ses02F_impro02_F009,Ses02F,private,train,895;5319;9743,3
Ses02F_impro02_F010,Ses02F,private,test,111,1
Ses02F_impro02_F011,Ses02F,private,test,112,1
Ses02F_impro02_F012,Ses02F,private,test,113,1
Ses02F_impro02_F013,Ses02F,private,train,896;5320;9744,3
Ses02F_impro02_M007,Ses02M,private,train,897;5321;9745,3
Ses02F_impro02_M012,Ses02M,private,train,898;5322;9746,3
Ses02F_impro03_F000,Ses02F,private,train,899;5323;9747,3
Ses02F_impro03_F001,Ses02F,private,train,900;5324;9748,3
Ses02F_impro03_F004,Ses02F,private,train,901;5325;9749,3
Ses02F_impro03_F009,Ses02F,private,train,902;5326;9750,3
Ses02F_impro03_F011,Ses02F,private,train,903;5327;9751,3
Ses02F_impro03_F012,Ses02F,private,train,904;5328;9752,3
Ses02F_impro03_F013,Ses02F,private,dev,99,1
Ses02F_impro03_F014,Ses02F,private,dev,100,1
Ses02F_impro03_F015,Ses02F,private,train,905;5329;9753,3
Ses02F_impro03_F016,Ses02F,private,train,906;5330;9754,3
Ses02F_impro03_F017,Ses02F,private,train,907;5331;9755,3
Ses02F_impro03_F018,Ses02F,private,train,908;5332;9756,3
Ses02F_impro03_F019,Ses02F,private,train,909;5333;9757,3
Ses02F_impro03_F021,Ses02F,private,train,910;5334;9758,3
Ses02F_impro03_F023,Ses02F,private,train,911;5335;9759,3
Ses02F_impro03_F024,Ses02F,private,train,912;5336;9760,3
Ses02F_impro03_F026,Ses02F,private,train,913;5337;9761,3
Ses02F_impro03_F027,Ses02F,private,test,114,1
Ses02F_impro03_F028,Ses02F,private,train,914;5338;9762,3
Ses02F_impro03_F029,Ses02F,private,train,915;5339;9763,3
Ses02F_impro03_F030,Ses02F,private,train,916;5340;9764,3
Ses02F_impro03_M001,Ses02M,private,train,917;5341;9765,3
Ses02F_impro03_M004,Ses02M,private,train,918;5342;9766,3
Ses02F_impro03_M005,Ses02M,private,train,919;5343;9767,3
Ses02F_impro03_M009,Ses02M,private,dev,101,1
Ses02F_impro03_M010,Ses02M,private,train,920;5344;9768,3
Ses02F_impro03_M011,Ses02M,private,train,921;5345;9769,3
Ses02F_impro03_M012,Ses02M,private,train,922;5346;9770,3
Ses02F_impro03_M013,Ses02M,private,dev,102,1
Ses02F_impro03_M014,Ses02M,private,train,923;5347;9771,3
Ses02F_impro03_M015,Ses02M,private,dev,103,1
Ses02F_impro03_M016,Ses02M,private,train,924;5348;9772,3
Ses02F_impro03_M017,Ses02M,private,train,925;5349;9773,3
Ses02F_impro03_M018,Ses02M,private,train,926;5350;9774,3
Ses02F_impro03_M019,Ses02M,private,train,927;5351;9775,3
Ses02F_impro03_M020,Ses02M,private,train,928;5352;9776,3
Ses02F_impro03_M022,Ses02M,private,train,929;5353;9777,3
Ses02F_impro03_M023,Ses02M,private,train,930;5354;9778,3
Ses02F_impro03_M024,Ses02M,private,train,931;5355;9779,3
Ses02F_impro03_M025,Ses02M,private,train,932;5356;9780,3
Ses02F_impro03_M026,Ses02M,private,train,933;5357;9781,3
Ses02F_impro04_F009,Ses02F,private,test,115,1
Ses02F_impro04_F016,Ses02F,private,train,934;5358;9782,3
Ses02F_impro04_M000,Ses02M,private,train,935;5359;9783,3
Ses02F_impro04_M001,Ses02M,private,train,936;5360;9784,3
Ses02F_impro04_M003,Ses02M,private,train,937;5361;9785,3
Ses02F_impro04_M004,Ses02M,private,train,938;5362;9786,3
Ses02F_impro04_M005,Ses02M,private,train,939;5363;9787,3
Ses02F_impro04_M006,Ses02M,private,train,940;5364;9788,3
Ses02F_impro04_M007,Ses02M,private,train,941;5365;9789,3
Ses02F_impro04_M008,Ses02M,private,train,942;5366;9790,3
Ses02F_impro04_M009,Ses02M,private,train,943;5367;9791,3
Ses02F_impro04_M010,Ses02M,private,train,944;5368;9792,3
Ses02F_impro04_M011,Ses02M,private,dev,104,1
Ses02F_impro04_M012,Ses02M,private,train,945;5369;9793,3
Ses02F_impro04_M013,Ses02M,private,train,946;5370;9794,3
Ses02F_impro04_M015,Ses02M,private,train,947;5371;9795,3
Ses02F_impro04_M016,Ses02M,private,train,948;5372;9796,3
Ses02F_impro04_M017,Ses02M,private,train,949;5373;9797,3
Ses02F_impro04_M018,Ses02M,private,train,950;5374;9798,3
Ses02F_impro04_M019,Ses02M,private,test,116,1
Ses02F_impro05_F000,Ses02F,private,train,951;5375;9799,3
Ses02F_impro05_F001,Ses02F,private,train,952;5376;9800,3
Ses02F_impro05_F004,Ses02F,private,train,953;5377;9801,3
Ses02F_impro05_F006,Ses02F,private,train,954;5378;9802,3
Ses02F_impro05_F010,Ses02F,private,train,955;5379;9803,3
Ses02F_impro05_F019,Ses02F,private,train,956;5380;9804,3
Ses02F_impro05_M000,Ses02M,private,train,957;5381;9805,3
Ses02F_impro05_M001,Ses02M,private,train,958;5382;9806,3
Ses02F_impro05_M002,Ses02M,private,train,959;5383;9807,3
Ses02F_impro05_M003,Ses02M,private,train,960;5384;9808,3
Ses02F_impro05_M004,Ses02M,private,train,961;5385;9809,3
Ses02F_impro05_M005,Ses02M,private,dev,105,1
Ses02F_impro05_M006,Ses02M,private,dev,106,1
Ses02F_impro05_M007,Ses02M,private,dev,107,1
Ses02F_impro05_M008,Ses02M,private,train,962;5386;9810,3
Ses02F_impro05_M009,Ses02M,private,train,963;5387;9811,3
Ses02F_impro05_M010,Ses02M,private,train,964;5388;9812,3
Ses02F_impro05_M011,Ses02M,private,train,965;5389;9813,3
Ses02F_impro05_M012,Ses02M,private,train,966;5390;9814,3
Ses02F_impro05_M013,Ses02M,private,train,967;5391;9815,3
Ses02F_impro05_M014,Ses02M,private,train,968;5392;9816,3
Ses02F_impro05_M015,Ses02M,private,train,969;5393;9817,3
Ses02F_impro05_M016,Ses02M,private,train,970;5394;9818,3
Ses02F_impro05_M017,Ses02M,private,dev,108,1
Ses02F_impro05_M018,Ses02M,private,train,971;5395;9819,3
Ses02F_impro05_M019,Ses02M,private,train,972;5396;9820,3
Ses02F_impro05_M020,Ses02M,private,train,973;5397;9821,3
Ses02F_impro05_M021,Ses02M,private,train,974;5398;9822,3
Ses02F_impro06_F000,Ses02F,private,train,975;5399;9823,3
Ses02F_impro06_F001,Ses02F,private,train,976;5400;9824,3
Ses02F_impro06_F002,Ses02F,private,train,977;5401;9825,3
Ses02F_impro06_F003,Ses02F,private,train,978;5402;9826,3
Ses02F_impro06_F004,Ses02F,private,train,979;5403;9827,3
Ses02F_impro06_F005,Ses02F,private,train,980;5404;9828,3
Ses02F_impro06_F006,Ses02F,private,train,981;5405;9829,3
Ses02F_impro06_F007,Ses02F,private,test,117,1
Ses02F_impro06_F008,Ses02F,private,test,118,1
Ses02F_impro06_F009,Ses02F,private,dev,109,1
Ses02F_impro06_F010,Ses02F,private,train,982;5406;9830,3
Ses02F_impro06_F011,Ses02F,private,train,983;5407;9831,3
Ses02F_impro06_F012,Ses02F,private,train,984;5408;9832,3
Ses02F_impro06_F013,Ses02F,private,train,985;5409;9833,3
Ses02F_impro06_F014,Ses02F,private,train,986;5410;9834,3
Ses02F_impro06_M000,Ses02M,private,train,987;5411;9835,3
Ses02F_impro06_M001,Ses02M,private,train,988;5412;9836,3
Ses02F_impro06_M002,Ses02M,private,test,119,1
Ses02F_impro06_M003,Ses02M,private,train,989;5413;9837,3
Ses02F_impro06_M004,Ses02M,private,train,990;5414;9838,3
Ses02F_impro06_M005,Ses02M,private,test,120,1
Ses02F_impro06_M006,Ses02M,private,train,991;5415;9839,3
Ses02F_impro06_M007,Ses02M,private,dev,110,1
Ses02F_impro06_M008,Ses02M,private,train,992;5416;9840,3
Ses02F_impro06_M009,Ses02M,private,train,993;5417;9841,3
Ses02F_impro06_M010,Ses02M,private,train,994;5418;9842,3
Ses02F_impro06_M011,Ses02M,private,train,995;5419;9843,3
Ses02F_impro06_M012,Ses02M,private,train,996;5420;9844,3
Ses02F_impro06_M013,Ses02M,private,train,997;5421;9845,3
Ses02F_impro06_M014,Ses02M,private,test,121,1
Ses02F_impro06_M015,Ses02M,private,train,998;5422;9846,3
Ses02F_impro06_M016,Ses02M,private,train,999;5423;9847,3
Ses02F_impro06_M017,Ses02M,private,test,122,1
Ses02F_impro06_M018,Ses02M,private,train,1000;5424;9848,3
Ses02F_impro06_M019,Ses02M,private,train,1001;5425;9849,3
Ses02F_impro07_F001,Ses02F,private,test,123,1
Ses02F_impro07_F002,Ses02F,private,train,1002;5426;9850,3
Ses02F_impro07_F003,Ses02F,private,train,1003;5427;9851,3
Ses02F_impro07_F004,Ses02F,private,train,1004;5428;9852,3
Ses02F_impro07_F005,Ses02F,private,train,1005;5429;9853,3
Ses02F_impro07_F006,Ses02F,private,train,1006;5430;9854,3
Ses02F_impro07_F007,Ses02F,private,train,1007;5431;9855,3
Ses02F_impro07_F008,Ses02F,private,train,1008;5432;9856,3
Ses02F_impro07_F009,Ses02F,private,train,1009;5433;9857,3
Ses02F_impro07_F010,Ses02F,private,train,1010;5434;9858,3
Ses02F_impro07_F011,Ses02F,private,train,1011;5435;9859,3
Ses02F_impro07_F012,Ses02F,private,train,1012;5436;9860,3
Ses02F_impro07_F013,Ses02F,private,train,1013;5437;9861,3
Ses02F_impro07_F014,Ses02F,private,train,1014;5438;9862,3
Ses02F_impro07_F015,Ses02F,private,test,124,1
Ses02F_impro07_F016,Ses02F,private,test,125,1
Ses02F_impro07_F017,Ses02F,private,train,1015;5439;9863,3
Ses02F_impro07_F018,Ses02F,private,test,126,1
Ses02F_impro07_F019,Ses02F,private,train,1016;5440;9864,3
Ses02F_impro07_F020,Ses02F,private,train,1017;5441;9865,3
Ses02F_impro07_F021,Ses02F,private,train,1018;5442;9866,3
Ses02F_impro07_F022,Ses02F,private,train,1019;5443;9867,3
Ses02F_impro07_F023,Ses02F,private,train,1020;5444;9868,3
Ses02F_impro07_F024,Ses02F,private,train,1021;5445;9869,3
Ses02F_impro07_F025,Ses02F,private,train,1022;5446;9870,3
Ses02F_impro07_F026,Ses02F,private,train,1023;5447;9871,3
Ses02F_impro07_F027,Ses02F,private,dev,111,1
Ses02F_impro07_F028,Ses02F,private,train,1024;5448;9872,3
Ses02F_impro07_F029,Ses02F,private,train,1025;5449;9873,3
Ses02F_impro07_F030,Ses02F,private,dev,112,1
Ses02F_impro07_F031,Ses02F,private,train,1026;5450;9874,3
Ses02F_impro07_F032,Ses02F,private,train,1027;5451;9875,3
Ses02F_impro07_F033,Ses02F,private,train,1028;5452;9876,3
Ses02F_impro07_F034,Ses02F,private,test,127,1
Ses02F_impro07_F035,Ses02F,private,dev,113,1
Ses02F_impro07_F036,Ses02F,private,train,1029;5453;9877,3
Ses02F_impro07_F037,Ses02F,private,train,1030;5454;9878,3
Ses02F_impro07_M000,Ses02M,private,dev,114,1
Ses02F_impro07_M001,Ses02M,private,train,1031;5455;9879,3
Ses02F_impro07_M002,Ses02M,private,train,1032;5456;9880,3
Ses02F_impro07_M003,Ses02M,private,train,1033;5457;9881,3
Ses02F_impro07_M004,Ses02M,private,train,1034;5458;9882,3
Ses02F_impro07_M005,Ses02M,private,train,1035;5459;9883,3
Ses02F_impro07_M006,Ses02M,private,train,1036;5460;9884,3
Ses02F_impro07_M007,Ses02M,private,dev,115,1
Ses02F_impro07_M008,Ses02M,private,train,1037;5461;9885,3
Ses02F_impro07_M009,Ses02M,private,train,1038;5462;9886,3
Ses02F_impro07_M010,Ses02M,private,train,1039;5463;9887,3
Ses02F_impro07_M011,Ses02M,private,train,1040;5464;9888,3
Ses02F_impro07_M016,Ses02M,private,train,1041;5465;9889,3
Ses02F_impro07_M017,Ses02M,private,train,1042;5466;9890,3
Ses02F_impro07_M018,Ses02M,private,train,1043;5467;9891,3
Ses02F_impro07_M019,Ses02M,private,test,128,1
Ses02F_impro07_M023,Ses02M,private,train,1044;5468;9892,3
Ses02F_impro07_M027,Ses02M,private,dev,116,1
Ses02F_impro07_M028,Ses02M,private,train,1045;5469;9893,3
Ses02F_impro07_M029,Ses02M,private,train,1046;5470;9894,3
Ses02F_impro07_M034,Ses02M,private,train,1047;5471;9895,3
Ses02F_impro08_F000,Ses02F,private,train,1048;5472;9896,3
Ses02F_impro08_F001,Ses02F,private,train,1049;5473;9897,3
Ses02F_impro08_F002,Ses02F,private,train,1050;5474;9898,3
Ses02F_impro08_F003,Ses02F,private,train,1051;5475;9899,3
